,Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec),ï»¿Shot Number
1987,27.0,3w,FW,06/13/2024 23:58:43,129.7,2.2,21.1,4681,1447,4900,187.2,200.9,41.9,43.2,51.3,89.44827586206895,87.65931034482757,,,2.64,2.2,0.0,15.0,0.0,0.0,0.0,
1988,28.0,3w,FW,06/13/2024 23:59:21,129.7,-0.7,21.5,3369,615,3425,202.7,219.6,18.6,44.1,49.4,89.44827586206895,87.65931034482757,,,-0.84,-0.7,0.0,15.0,0.0,0.0,0.0,
1989,29.0,3w,FW,06/13/2024 23:59:48,123.0,4.1,27.1,6722,2971,7349,156.6,160.2,48.5,47.2,56.1,84.82758620689656,83.13103448275862,,,4.919999999999999,4.1,0.0,15.0,0.0,0.0,0.0,
1990,30.0,Dr,Driver,06/14/2024 00:01:31,129.7,0.3,24.1,2549,625,2625,211.9,230.1,28.6,47.9,49.7,83.6774193548387,82.00387096774193,,,0.36,0.3,0.0,10.5,0.0,0.0,0.0,
1991,31.0,Dr,Driver,06/14/2024 00:02:23,120.8,-3.7,26.3,3374,55,3374,183.0,198.8,-11.4,46.9,51.8,77.93548387096774,76.37677419354839,,,-4.44,-3.7,0.0,10.5,0.0,0.0,0.0,
1992,32.0,Dr,Driver,06/14/2024 00:02:52,125.3,1.3,27.8,1791,554,1875,212.9,233.6,35.8,50.0,49.6,80.83870967741935,79.22193548387095,,,1.56,1.3,0.0,10.5,0.0,0.0,0.0,
1993,33.0,Dr,Driver,06/14/2024 00:03:45,127.5,5.3,26.7,2493,896,2649,202.2,215.3,55.3,50.1,51.5,82.25806451612902,80.61290322580645,,,6.359999999999999,5.3,0.0,10.5,0.0,0.0,0.0,
1994,34.0,Dr,Driver,06/14/2024 00:04:04,120.8,2.6,27.8,1911,1089,2200,192.4,206.1,53.3,44.3,49.3,77.93548387096774,76.37677419354839,,,3.12,2.6,0.0,10.5,0.0,0.0,0.0,
1995,35.0,Dr,Driver,06/14/2024 00:04:54,127.5,-2.8,20.9,3816,915,3924,192.6,208.1,16.2,41.3,49.3,82.25806451612902,80.61290322580645,,,-3.36,-2.8,0.0,10.5,0.0,0.0,0.0,
1996,36.0,Dr,Driver,06/14/2024 00:05:26,134.2,-4.4,21.1,3072,-134,3075,216.8,234.6,-23.5,46.5,48.9,86.5806451612903,84.8490322580645,,,-5.28,-4.4,0.0,10.5,0.0,0.0,0.0,
1997,37.0,Dr,Driver,06/14/2024 00:07:01,123.0,-1.5,24.2,2001,443,2049,206.9,227.9,15.8,41.9,46.3,79.35483870967742,77.76774193548387,,,-1.7999999999999998,-1.5,0.0,10.5,0.0,0.0,0.0,
1998,38.0,Dr,Driver,06/14/2024 00:07:52,123.0,-0.3,27.5,3069,184,3075,188.0,204.7,5.2,50.0,52.5,79.35483870967742,77.76774193548387,,,-0.36,-0.3,0.0,10.5,0.0,0.0,0.0,
1999,39.0,Dr,Driver,06/14/2024 00:08:33,125.3,5.3,29.1,2504,865,2649,198.3,212.6,53.6,54.4,53.5,80.83870967741935,79.22193548387095,,,6.359999999999999,5.3,0.0,10.5,0.0,0.0,0.0,
2000,40.0,Dr,Driver,06/14/2024 00:09:26,125.3,-0.1,21.4,5729,2093,6099,173.4,185.5,37.2,41.1,51.9,80.83870967741935,79.22193548387095,,,-0.12,-0.1,0.0,10.5,0.0,0.0,0.0,
2001,41.0,Dr,Driver,06/14/2024 00:11:01,132.0,1.4,14.6,3679,1691,4049,194.9,211.8,51.7,29.1,41.8,85.16129032258064,83.45806451612903,,,1.68,1.4,0.0,10.5,0.0,0.0,0.0,
2002,42.0,Dr,Driver,06/14/2024 00:11:51,129.7,-3.5,17.2,2924,15,2924,211.3,230.5,-13.6,35.2,43.4,83.6774193548387,82.00387096774193,,,-4.2,-3.5,0.0,10.5,0.0,0.0,0.0,
2003,43.0,Dr,Driver,06/14/2024 00:14:22,120.8,7.9,26.2,4480,1856,4849,168.9,173.6,58.2,44.8,53.5,77.93548387096774,76.37677419354839,,,9.48,7.9,0.0,10.5,0.0,0.0,0.0,
2004,44.0,Dr,Driver,06/14/2024 00:15:42,132.0,-1.8,16.5,3563,996,3700,201.8,218.8,24.5,34.3,44.7,85.16129032258064,83.45806451612903,,,-2.16,-1.8,0.0,10.5,0.0,0.0,0.0,
2005,45.0,Dr,Driver,06/14/2024 00:17:17,138.7,-5.0,12.3,3788,-289,3799,215.7,232.8,-30.2,30.9,41.8,89.48387096774192,87.69419354838708,,,-6.0,-5.0,0.0,10.5,0.0,0.0,0.0,
2006,46.0,Dr,Driver,06/14/2024 00:17:47,138.7,-3.0,19.1,3124,-34,3124,225.7,243.2,-14.1,45.4,48.2,89.48387096774192,87.69419354838708,,,-3.6,-3.0,0.0,10.5,0.0,0.0,0.0,
2007,47.0,Dr,Driver,06/14/2024 00:19:19,125.3,-4.4,20.0,6025,2156,6399,172.9,184.6,16.8,38.7,50.9,80.83870967741935,79.22193548387095,,,-5.28,-4.4,0.0,10.5,0.0,0.0,0.0,
2008,48.0,Dr,Driver,06/14/2024 00:20:14,129.7,-1.8,23.0,2841,217,2849,207.6,226.9,-5.3,45.9,49.2,83.6774193548387,82.00387096774193,,,-2.16,-1.8,0.0,10.5,0.0,0.0,0.0,
2009,49.0,Dr,Driver,06/14/2024 00:20:47,134.2,-3.2,21.9,3280,541,3324,212.3,229.2,0.5,48.4,50.5,86.5806451612903,84.8490322580645,,,-3.84,-3.2,0.0,10.5,0.0,0.0,0.0,
2010,50.0,Dr,Driver,06/14/2024 00:21:16,132.0,5.3,24.1,2492,1162,2750,211.0,217.6,57.6,47.3,50.1,85.16129032258064,83.45806451612903,,,6.359999999999999,5.3,0.0,10.5,0.0,0.0,0.0,
2011,51.0,Dr,Driver,06/14/2024 00:22:05,129.7,-6.5,21.1,3477,715,3550,202.2,218.5,-7.7,43.7,49.4,83.6774193548387,82.00387096774193,,,-7.8,-6.5,0.0,10.5,0.0,0.0,0.0,
2012,52.0,Dr,Driver,06/14/2024 00:22:39,125.3,3.1,24.8,2094,749,2224,208.4,228.3,41.0,44.5,48.0,80.83870967741935,79.22193548387095,,,3.72,3.1,0.0,10.5,0.0,0.0,0.0,
2013,53.0,Dr,Driver,06/14/2024 00:23:00,134.2,-1.3,14.3,5039,1059,5149,194.6,208.7,13.8,33.3,45.5,86.5806451612903,84.8490322580645,,,-1.56,-1.3,0.0,10.5,0.0,0.0,0.0,
2014,54.0,Dr,Driver,06/14/2024 00:23:29,134.2,-1.0,24.8,2926,370,2949,215.6,233.3,4.6,54.4,52.1,86.5806451612903,84.8490322580645,,,-1.2,-1.0,0.0,10.5,0.0,0.0,0.0,
2015,55.0,Dr,Driver,06/14/2024 00:23:54,132.0,2.9,12.1,4122,2203,4674,186.9,199.4,52.2,24.1,39.1,85.16129032258064,83.45806451612903,,,3.48,2.9,0.0,10.5,0.0,0.0,0.0,
2016,56.0,Dr,Driver,06/14/2024 00:24:21,140.9,0.5,24.1,2561,266,2575,233.6,252.9,8.0,56.3,51.3,90.90322580645162,89.08516129032259,,,0.6,0.5,0.0,10.5,0.0,0.0,0.0,
2017,57.0,Dr,Driver,06/14/2024 00:25:49,138.7,0.2,18.1,2946,144,2950,228.7,247.5,-0.3,42.7,46.6,89.48387096774192,87.69419354838708,,,0.24,0.2,0.0,10.5,0.0,0.0,0.0,
2018,58.0,Dr,Driver,06/14/2024 00:26:40,136.5,-1.5,22.1,2483,285,2499,229.3,249.3,0.0,48.6,48.6,88.06451612903226,86.30322580645161,,,-1.7999999999999998,-1.5,0.0,10.5,0.0,0.0,0.0,
2019,59.0,Dr,Driver,06/14/2024 00:27:47,136.5,-8.3,20.6,2523,-82,2524,230.1,249.6,-48.0,45.5,47.2,88.06451612903226,86.30322580645161,,,-9.96,-8.3,0.0,10.5,0.0,0.0,0.0,
2020,60.0,Dr,Driver,06/14/2024 00:28:11,127.5,-3.6,21.5,4481,1332,4675,184.2,198.0,12.9,42.0,50.8,82.25806451612902,80.61290322580645,,,-4.32,-3.6,0.0,10.5,0.0,0.0,0.0,
2021,61.0,Dr,Driver,06/14/2024 00:28:36,140.9,-6.4,21.7,2325,0,2325,242.2,263.1,-37.8,50.4,48.2,90.90322580645162,89.08516129032259,,,-7.68,-6.4,0.0,10.5,0.0,0.0,0.0,
2022,62.0,Dr,Driver,06/14/2024 00:29:35,129.7,1.1,24.9,1813,475,1874,225.3,247.0,25.1,47.3,47.4,83.6774193548387,82.00387096774193,,,1.32,1.1,0.0,10.5,0.0,0.0,0.0,
2023,63.0,Dr,Driver,06/14/2024 00:30:08,138.7,-5.9,20.1,3502,-716,3574,215.6,227.6,-55.5,46.6,49.9,89.48387096774192,87.69419354838708,,,-7.08,-5.9,0.0,10.5,0.0,0.0,0.0,
2024,64.0,Dr,Driver,06/14/2024 00:30:40,132.0,-1.1,24.1,2231,812,2374,216.6,236.3,27.5,46.9,48.8,85.16129032258064,83.45806451612903,,,-1.32,-1.1,0.0,10.5,0.0,0.0,0.0,
2025,65.0,Dr,Driver,06/14/2024 00:31:08,134.2,-3.6,20.2,2694,551,2750,221.4,240.5,2.0,43.2,47.0,86.5806451612903,84.8490322580645,,,-4.32,-3.6,0.0,10.5,0.0,0.0,0.0,
2026,66.0,Dr,Driver,06/14/2024 00:31:33,134.2,-6.4,22.1,2994,-179,2999,214.7,232.5,-40.5,47.7,49.7,86.5806451612903,84.8490322580645,,,-7.68,-6.4,0.0,10.5,0.0,0.0,0.0,
2027,67.0,Dr,Driver,06/14/2024 00:32:01,134.2,-5.4,17.4,3547,136,3550,209.2,226.4,-24.0,38.5,46.3,86.5806451612903,84.8490322580645,,,-6.48,-5.4,0.0,10.5,0.0,0.0,0.0,
2028,1.0,Dr,Driver,06/14/2024 01:40:23,127.5,-3.6,17.4,4920,1521,5150,184.5,198.3,20.7,35.3,47.6,82.25806451612902,80.61290322580645,,,-4.32,-3.6,0.0,10.5,0.0,0.0,0.0,
2029,2.0,Dr,Driver,06/14/2024 01:41:09,125.3,-7.0,20.6,3415,261,3425,192.7,209.5,-17.5,38.8,47.4,80.83870967741935,79.22193548387095,,,-8.4,-7.0,0.0,10.5,0.0,0.0,0.0,
2030,3.0,Dr,Driver,06/14/2024 01:41:55,136.5,-1.4,22.5,3655,380,3675,210.7,226.8,7.7,51.6,52.0,88.06451612903226,86.30322580645161,,,-1.68,-1.4,0.0,10.5,0.0,0.0,0.0,
2031,4.0,Dr,Driver,06/14/2024 01:42:43,123.0,-5.2,17.8,3974,633,4024,186.5,202.5,-1.6,33.7,45.4,79.35483870967742,77.76774193548387,,,-6.24,-5.2,0.0,10.5,0.0,0.0,0.0,
2032,5.0,Dr,Driver,06/14/2024 01:43:35,138.7,-6.4,19.5,3570,-175,3574,216.1,232.8,-32.6,46.0,49.4,89.48387096774192,87.69419354838708,,,-7.68,-6.4,0.0,10.5,0.0,0.0,0.0,
2033,6.0,Dr,Driver,06/14/2024 01:43:57,129.7,-4.3,21.9,4398,676,4450,191.5,205.8,2.2,45.9,51.3,83.6774193548387,82.00387096774193,,,-5.159999999999999,-4.3,0.0,10.5,0.0,0.0,0.0,
2034,7.0,Dr,Driver,06/14/2024 01:44:28,129.7,-0.1,23.0,5449,1492,5650,181.9,194.4,30.6,47.9,53.7,83.6774193548387,82.00387096774193,,,-0.12,-0.1,0.0,10.5,0.0,0.0,0.0,
2035,8.0,Dr,Driver,06/14/2024 01:47:10,138.7,-4.4,19.9,3257,-666,3324,220.7,237.8,-44.5,46.6,49.3,89.48387096774192,87.69419354838708,,,-5.28,-4.4,0.0,10.5,0.0,0.0,0.0,
2036,9.0,Dr,Driver,06/14/2024 01:47:38,132.0,-1.4,22.3,4041,942,4149,195.0,209.7,21.7,46.5,51.6,85.16129032258064,83.45806451612903,,,-1.68,-1.4,0.0,10.5,0.0,0.0,0.0,
2037,10.0,Dr,Driver,06/14/2024 01:48:06,136.5,-1.4,17.6,4442,537,4474,203.7,218.5,9.8,41.3,48.9,88.06451612903226,86.30322580645161,,,-1.68,-1.4,0.0,10.5,0.0,0.0,0.0,
2038,11.0,Dr,Driver,06/14/2024 01:48:38,129.7,-5.2,14.4,5035,386,5050,191.0,205.2,-9.8,32.3,44.9,83.6774193548387,82.00387096774193,,,-6.24,-5.2,0.0,10.5,0.0,0.0,0.0,
2039,12.0,Dr,Driver,06/14/2024 01:49:10,132.0,-2.7,20.4,5137,1197,5275,187.9,200.9,17.5,43.6,51.2,85.16129032258064,83.45806451612903,,,-3.24,-2.7,0.0,10.5,0.0,0.0,0.0,
2040,13.0,Dr,Driver,06/14/2024 01:49:58,138.7,-3.3,23.4,2789,244,2800,227.9,246.0,-2.6,54.4,51.0,89.48387096774192,87.69419354838708,,,-3.96,-3.3,0.0,10.5,0.0,0.0,0.0,
2041,14.0,Dr,Driver,06/14/2024 01:50:33,125.3,-1.4,23.3,3225,1075,3399,193.3,209.9,29.5,43.8,50.1,80.83870967741935,79.22193548387095,,,-1.68,-1.4,0.0,10.5,0.0,0.0,0.0,
2042,15.0,Dr,Driver,06/14/2024 01:51:10,127.5,-0.1,23.8,2113,396,2150,215.4,236.0,20.0,44.7,47.0,82.25806451612902,80.61290322580645,,,-0.12,-0.1,0.0,10.5,0.0,0.0,0.0,
2043,16.0,Dr,Driver,06/14/2024 01:51:33,129.7,-8.7,18.0,3096,-902,3225,204.8,211.2,-60.4,36.0,44.9,83.6774193548387,82.00387096774193,,,-10.44,-8.7,0.0,10.5,0.0,0.0,0.0,
2044,17.0,Dr,Driver,06/14/2024 01:52:06,134.2,-7.2,16.7,3196,-157,3200,216.8,235.1,-35.8,37.5,44.9,86.5806451612903,84.8490322580645,,,-8.64,-7.2,0.0,10.5,0.0,0.0,0.0,
2045,18.0,Dr,Driver,06/14/2024 01:52:38,136.5,-5.8,20.0,3974,-43,3974,208.2,223.5,-24.0,46.3,50.4,88.06451612903226,86.30322580645161,,,-6.96,-5.8,0.0,10.5,0.0,0.0,0.0,
2046,19.0,Dr,Driver,06/14/2024 01:53:51,134.2,-3.1,24.1,2370,142,2374,225.1,245.0,-6.0,51.1,49.7,86.5806451612903,84.8490322580645,,,-3.72,-3.1,0.0,10.5,0.0,0.0,0.0,
2047,20.0,Dr,Driver,06/14/2024 01:54:19,140.9,-4.2,20.9,2638,245,2649,237.3,256.8,-6.4,49.9,48.8,90.90322580645162,89.08516129032259,,,-5.04,-4.2,0.0,10.5,0.0,0.0,0.0,
2048,21.0,Dr,Driver,06/14/2024 01:54:56,132.0,-4.5,23.8,3120,428,3149,206.7,223.5,-1.3,49.7,51.2,85.16129032258064,83.45806451612903,,,-5.4,-4.5,0.0,10.5,0.0,0.0,0.0,
2049,22.0,Dr,Driver,06/14/2024 01:55:27,127.5,4.2,30.5,2256,657,2350,204.8,223.0,46.9,58.8,54.1,82.25806451612902,80.61290322580645,,,5.04,4.2,0.0,10.5,0.0,0.0,0.0,
2050,23.0,Dr,Driver,06/14/2024 01:55:55,134.2,-1.9,26.2,2528,332,2550,218.4,237.2,8.0,55.8,52.1,86.5806451612903,84.8490322580645,,,-2.28,-1.9,0.0,10.5,0.0,0.0,0.0,
2051,24.0,Dr,Driver,06/14/2024 01:56:35,136.5,-7.0,18.6,3042,-216,3050,219.8,238.2,-38.0,41.6,46.4,88.06451612903226,86.30322580645161,,,-8.4,-7.0,0.0,10.5,0.0,0.0,0.0,
2052,25.0,Dr,Driver,06/14/2024 01:57:19,127.5,-4.1,25.6,3076,-878,3199,196.3,213.0,-45.7,49.3,52.0,82.25806451612902,80.61290322580645,,,-4.919999999999999,-4.1,0.0,10.5,0.0,0.0,0.0,
2053,26.0,Dr,Driver,06/14/2024 01:57:38,138.7,-1.3,18.1,3649,-79,3650,215.7,231.9,-7.9,43.0,48.3,89.48387096774192,87.69419354838708,,,-1.56,-1.3,0.0,10.5,0.0,0.0,0.0,
2054,27.0,Dr,Driver,06/14/2024 01:58:08,127.5,-4.1,20.4,3495,1425,3774,192.8,208.8,26.9,38.8,48.1,82.25806451612902,80.61290322580645,,,-4.919999999999999,-4.1,0.0,10.5,0.0,0.0,0.0,
2055,28.0,Dr,Driver,06/14/2024 01:59:21,129.7,-0.8,21.8,2641,423,2675,211.5,230.1,15.0,43.1,47.5,83.6774193548387,82.00387096774193,,,-0.96,-0.8,0.0,10.5,0.0,0.0,0.0,
2056,29.0,Dr,Driver,06/14/2024 01:59:53,136.5,-1.0,23.2,3524,76,3525,212.6,229.0,1.1,53.7,52.4,88.06451612903226,86.30322580645161,,,-1.2,-1.0,0.0,10.5,0.0,0.0,0.0,
2057,30.0,Dr,Driver,06/14/2024 02:00:22,136.5,-5.0,19.3,2367,390,2399,233.5,254.1,-1.7,42.1,45.2,88.06451612903226,86.30322580645161,,,-6.0,-5.0,0.0,10.5,0.0,0.0,0.0,
2058,31.0,Dr,Driver,06/14/2024 02:00:51,125.3,-4.3,25.6,3696,-161,3700,186.6,202.0,-20.2,48.6,52.5,80.83870967741935,79.22193548387095,,,-5.159999999999999,-4.3,0.0,10.5,0.0,0.0,0.0,
2059,32.0,Dr,Driver,06/14/2024 02:01:24,140.9,-6.9,16.6,4306,-400,4325,212.5,227.9,-39.9,41.9,48.6,90.90322580645162,89.08516129032259,,,-8.28,-6.9,0.0,10.5,0.0,0.0,0.0,
2060,33.0,Dr,Driver,06/14/2024 02:01:51,127.5,5.0,32.2,1707,645,1825,213.8,230.6,56.2,60.6,53.8,82.25806451612902,80.61290322580645,,,6.0,5.0,0.0,10.5,0.0,0.0,0.0,
2061,34.0,Dr,Driver,06/14/2024 02:02:12,129.7,2.9,29.6,2466,646,2549,206.6,224.3,40.3,59.2,54.2,83.6774193548387,82.00387096774193,,,3.48,2.9,0.0,10.5,0.0,0.0,0.0,
2062,35.0,Dr,Driver,06/14/2024 02:02:36,136.5,-6.5,24.2,2574,70,2575,228.4,247.7,-24.8,54.7,51.0,88.06451612903226,86.30322580645161,,,-7.8,-6.5,0.0,10.5,0.0,0.0,0.0,
2063,36.0,Dr,Driver,06/14/2024 02:03:27,134.2,-3.7,23.7,2235,420,2274,228.9,249.2,6.4,50.1,49.0,86.5806451612903,84.8490322580645,,,-4.44,-3.7,0.0,10.5,0.0,0.0,0.0,
2064,37.0,Dr,Driver,06/14/2024 02:03:52,140.9,-7.9,19.6,3280,-359,3300,223.7,241.1,-47.8,47.1,49.3,90.90322580645162,89.08516129032259,,,-9.48,-7.9,0.0,10.5,0.0,0.0,0.0,
2065,1.0,Dr,Driver,06/02/2024 06:36:55,118.6,8.7,29.2,2831,828,2950,180.2,186.0,52.0,48.6,52.8,76.51612903225806,74.9858064516129,,,10.44,8.7,0.0,10.5,0.0,0.0,0.0,
2066,2.0,Dr,Driver,06/02/2024 06:38:00,136.5,-1.7,23.2,2803,510,2849,221.7,240.3,15.8,51.2,50.5,88.06451612903226,86.30322580645161,,,-2.04,-1.7,0.0,10.5,0.0,0.0,0.0,
2067,3.0,Dr,Driver,06/02/2024 06:38:40,136.5,0.4,24.3,2964,988,3124,213.7,231.0,40.8,52.1,51.9,88.06451612903226,86.30322580645161,,,0.48,0.4,0.0,10.5,0.0,0.0,0.0,
2068,4.0,Dr,Driver,06/02/2024 06:39:14,129.7,-7.9,18.9,3290,-251,3300,206.8,224.5,-40.1,39.0,46.4,83.6774193548387,82.00387096774193,,,-9.48,-7.9,0.0,10.5,0.0,0.0,0.0,
2069,5.0,Dr,Driver,06/02/2024 06:39:49,129.7,1.7,26.8,2442,1027,2649,206.1,224.5,50.0,51.0,51.7,83.6774193548387,82.00387096774193,,,2.04,1.7,0.0,10.5,0.0,0.0,0.0,
2070,6.0,Dr,Driver,06/02/2024 06:40:28,140.9,-4.7,18.4,4530,798,4600,211.6,226.3,5.0,46.2,50.7,90.90322580645162,89.08516129032259,,,-5.64,-4.7,0.0,10.5,0.0,0.0,0.0,
2071,7.0,Dr,Driver,06/02/2024 06:41:08,134.2,-4.3,22.0,3731,574,3775,206.9,222.7,2.2,48.7,51.2,86.5806451612903,84.8490322580645,,,-5.159999999999999,-4.3,0.0,10.5,0.0,0.0,0.0,
2072,8.0,Dr,Driver,06/02/2024 06:41:51,138.7,-0.7,21.5,3871,-170,3875,213.8,229.9,-8.7,51.3,51.5,89.48387096774192,87.69419354838708,,,-0.84,-0.7,0.0,10.5,0.0,0.0,0.0,
2073,9.0,Dr,Driver,06/02/2024 06:42:36,138.7,1.7,20.6,3990,1139,4149,208.6,224.3,42.3,47.5,51.2,89.48387096774192,87.69419354838708,,,2.04,1.7,0.0,10.5,0.0,0.0,0.0,
2074,10.0,Dr,Driver,06/02/2024 06:44:12,127.5,1.5,21.7,3433,1378,3699,192.0,208.2,46.3,40.5,48.9,82.25806451612902,80.61290322580645,,,1.7999999999999998,1.5,0.0,10.5,0.0,0.0,0.0,
2075,11.0,3w,FW,06/02/2024 06:45:22,134.2,1.9,20.3,2535,447,2574,222.4,242.1,28.8,42.1,46.1,92.55172413793105,90.7006896551724,,,2.28,1.9,0.0,15.0,0.0,0.0,0.0,
2076,12.0,3w,FW,06/02/2024 06:46:02,138.7,0.1,16.7,4415,728,4475,208.4,223.3,21.6,40.6,48.2,95.6551724137931,93.74206896551723,,,0.12,0.1,0.0,15.0,0.0,0.0,0.0,
2077,13.0,3w,FW,06/02/2024 06:47:38,123.0,-6.6,16.9,3048,99,3050,196.6,215.1,-23.1,30.8,41.6,84.82758620689656,83.13103448275862,,,-7.919999999999999,-6.6,0.0,15.0,0.0,0.0,0.0,
2078,14.0,3w,FW,06/02/2024 06:48:19,127.5,6.7,20.8,2816,787,2924,205.8,222.7,54.0,40.0,46.6,87.93103448275862,86.17241379310344,,,8.04,6.7,0.0,15.0,0.0,0.0,0.0,
2079,15.0,3w,FW,06/02/2024 06:48:50,120.8,2.3,29.0,5323,-145,5325,163.8,175.6,3.3,51.7,55.6,83.3103448275862,81.64413793103448,,,2.76,2.3,0.0,15.0,0.0,0.0,0.0,
2080,16.0,3h,Hybrid,06/02/2024 06:51:58,114.1,2.5,17.4,3098,1205,3324,170.4,187.9,37.5,25.0,39.3,84.5185185185185,82.82814814814813,,,3.0,2.5,0.0,19.0,0.0,0.0,0.0,
2081,17.0,3h,Hybrid,06/02/2024 06:52:18,123.0,-0.7,14.1,5003,-465,5025,179.6,194.1,-13.4,27.7,42.5,91.1111111111111,89.28888888888888,,,-0.84,-0.7,0.0,19.0,0.0,0.0,0.0,
2082,18.0,3h,Hybrid,06/02/2024 06:52:43,109.6,-1.7,15.9,2873,-769,2974,163.2,182.0,-26.0,20.7,35.1,81.18518518518518,79.56148148148147,,,-2.04,-1.7,0.0,19.0,0.0,0.0,0.0,
2083,19.0,3h,Hybrid,06/02/2024 06:53:07,114.1,3.1,21.3,3067,594,3124,174.7,192.1,26.1,32.2,44.4,84.5185185185185,82.82814814814813,,,3.72,3.1,0.0,19.0,0.0,0.0,0.0,
2084,20.0,3h,Hybrid,06/02/2024 06:53:32,105.1,2.0,17.4,2915,448,2949,152.1,167.4,14.7,20.4,35.8,77.85185185185185,76.29481481481481,,,2.4,2.0,0.0,19.0,0.0,0.0,0.0,
2085,21.0,3h,Hybrid,06/02/2024 06:53:54,123.0,-3.4,15.1,914,140,925,186.7,221.3,-7.5,16.1,23.0,91.1111111111111,89.28888888888888,,,-4.08,-3.4,0.0,19.0,0.0,0.0,0.0,
2086,22.0,3h,Hybrid,06/02/2024 06:55:04,116.3,3.9,19.6,4638,584,4675,168.2,176.8,22.2,32.3,46.3,86.14814814814814,84.42518518518517,,,4.68,3.9,0.0,19.0,0.0,0.0,0.0,
2087,23.0,3h,Hybrid,06/02/2024 06:55:41,123.0,3.9,18.3,174,97,199,138.7,189.6,3.4,11.9,19.9,91.1111111111111,89.28888888888888,,,4.68,3.9,0.0,19.0,0.0,0.0,0.0,
2088,24.0,3h,Hybrid,06/02/2024 06:56:16,116.3,-0.3,19.9,2618,657,2699,182.3,201.7,19.4,30.3,41.8,86.14814814814814,84.42518518518517,,,-0.36,-0.3,0.0,19.0,0.0,0.0,0.0,
2121,57.0,Dr,Driver,06/02/2024 07:22:31,132.0,-6.6,12.6,4090,698,4149,199.3,215.3,-7.1,27.9,40.8,85.16129032258064,83.45806451612903,,,-7.919999999999999,-6.6,0.0,10.5,0.0,0.0,0.0,
2122,58.0,Dr,Driver,06/02/2024 07:23:07,127.5,6.7,24.9,2627,1038,2825,203.6,210.4,60.0,46.9,50.3,82.25806451612902,80.61290322580645,,,8.04,6.7,0.0,10.5,0.0,0.0,0.0,
2123,59.0,Dr,Driver,06/02/2024 07:23:26,129.7,-0.5,18.6,3105,1770,3574,195.7,213.1,50.6,33.9,44.8,83.6774193548387,82.00387096774193,,,-0.6,-0.5,0.0,10.5,0.0,0.0,0.0,
2124,60.0,Dr,Driver,06/02/2024 07:25:29,140.9,1.0,20.1,2433,280,2449,242.0,262.6,17.9,46.9,47.0,90.90322580645162,89.08516129032259,,,1.2,1.0,0.0,10.5,0.0,0.0,0.0,
2125,61.0,Dr,Driver,06/02/2024 07:26:02,129.7,2.9,20.5,3294,1023,3449,201.1,218.3,43.4,40.4,47.9,83.6774193548387,82.00387096774193,,,3.48,2.9,0.0,10.5,0.0,0.0,0.0,
2126,62.0,Dr,Driver,06/02/2024 07:26:27,138.7,1.9,22.0,1747,430,1799,248.5,272.1,36.2,45.8,44.9,89.48387096774192,87.69419354838708,,,2.28,1.9,0.0,10.5,0.0,0.0,0.0,
2127,63.0,Dr,Driver,06/02/2024 07:27:44,138.7,-3.2,7.1,3119,2035,3724,185.7,207.5,38.1,13.3,25.2,89.48387096774192,87.69419354838708,,,-3.84,-3.2,0.0,10.5,0.0,0.0,0.0,
2128,64.0,Dr,Driver,06/02/2024 07:28:07,132.0,-2.4,18.5,3195,438,3225,212.2,231.2,5.2,39.5,46.2,85.16129032258064,83.45806451612903,,,-2.88,-2.4,0.0,10.5,0.0,0.0,0.0,
2129,65.0,Dr,Driver,06/02/2024 07:29:24,125.3,1.7,24.5,1886,663,1999,210.4,231.7,39.0,42.3,46.2,80.83870967741935,79.22193548387095,,,2.04,1.7,0.0,10.5,0.0,0.0,0.0,
2130,66.0,Dr,Driver,06/02/2024 07:29:41,127.5,-0.2,22.9,2946,964,3100,202.3,219.8,33.1,44.2,49.3,82.25806451612902,80.61290322580645,,,-0.24,-0.2,0.0,10.5,0.0,0.0,0.0,
2131,67.0,Dr,Driver,06/02/2024 07:30:21,136.5,-5.5,10.1,4095,1465,4349,198.3,212.1,15.3,23.2,36.9,88.06451612903226,86.30322580645161,,,-6.6,-5.5,0.0,10.5,0.0,0.0,0.0,
2132,68.0,Dr,Driver,06/02/2024 07:30:38,132.0,-9.4,6.5,2364,731,2474,183.0,209.6,-12.7,10.2,19.2,85.16129032258064,83.45806451612903,,,-11.28,-9.4,0.0,10.5,0.0,0.0,0.0,
2133,69.0,3w,FW,06/02/2024 07:32:30,134.2,4.0,18.7,3415,1547,3749,206.2,212.4,58.4,39.0,47.4,92.55172413793105,90.7006896551724,,,4.8,4.0,0.0,15.0,0.0,0.0,0.0,
